"Date","Country","Continent","PopulationCategory","Status","Color","Type","Value"
2022-06-17,"Afghanistan",2,2,"Fatal","#202226","Cumulative Count",7713
2022-06-17,"Afghanistan",2,2,"Fatal","#202226","Cumulative % of Population",0.0222558864265928
2022-06-17,"Afghanistan",2,2,"Fatal","#202226","New Cases",0
2022-06-17,"Afghanistan",2,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-16,"Afghanistan",2,2,"Fatal","#202226","Cumulative Count",7713
2022-06-16,"Afghanistan",2,2,"Fatal","#202226","Cumulative % of Population",0.0222558864265928
2022-06-16,"Afghanistan",2,2,"Fatal","#202226","New Cases",3
2022-06-16,"Afghanistan",2,2,"Fatal","#202226","New Cases per 10,000",0.000865650969529086
2022-06-15,"Afghanistan",2,2,"Fatal","#202226","Cumulative Count",7710
2022-06-15,"Afghanistan",2,2,"Fatal","#202226","Cumulative % of Population",0.0222472299168975
2022-06-15,"Afghanistan",2,2,"Fatal","#202226","New Cases",0
2022-06-15,"Afghanistan",2,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-14,"Afghanistan",2,2,"Fatal","#202226","Cumulative Count",7710
2022-06-14,"Afghanistan",2,2,"Fatal","#202226","Cumulative % of Population",0.0222472299168975
2022-06-14,"Afghanistan",2,2,"Fatal","#202226","New Cases",0
2022-06-14,"Afghanistan",2,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-13,"Afghanistan",2,2,"Fatal","#202226","Cumulative Count",7710
2022-06-13,"Afghanistan",2,2,"Fatal","#202226","Cumulative % of Population",0.0222472299168975
2022-06-13,"Afghanistan",2,2,"Fatal","#202226","New Cases",1
2022-06-13,"Afghanistan",2,2,"Fatal","#202226","New Cases per 10,000",0.000288550323176362
2022-06-12,"Afghanistan",2,2,"Fatal","#202226","Cumulative Count",7709
2022-06-12,"Afghanistan",2,2,"Fatal","#202226","Cumulative % of Population",0.0222443444136657
2022-06-12,"Afghanistan",2,2,"Fatal","#202226","New Cases",0
2022-06-12,"Afghanistan",2,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-11,"Afghanistan",2,2,"Fatal","#202226","Cumulative Count",7709
2022-06-11,"Afghanistan",2,2,"Fatal","#202226","Cumulative % of Population",0.0222443444136657
2022-06-11,"Afghanistan",2,2,"Fatal","#202226","New Cases",0
2022-06-11,"Afghanistan",2,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-10,"Afghanistan",2,2,"Fatal","#202226","Cumulative Count",7709
2022-06-10,"Afghanistan",2,2,"Fatal","#202226","Cumulative % of Population",0.0222443444136657
2022-06-10,"Afghanistan",2,2,"Fatal","#202226","New Cases",0
2022-06-10,"Afghanistan",2,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-09,"Afghanistan",2,2,"Fatal","#202226","Cumulative Count",7709
2022-06-09,"Afghanistan",2,2,"Fatal","#202226","Cumulative % of Population",0.0222443444136657
2022-06-09,"Afghanistan",2,2,"Fatal","#202226","New Cases",0
2022-06-09,"Afghanistan",2,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-08,"Afghanistan",2,2,"Fatal","#202226","Cumulative Count",7709
2022-06-08,"Afghanistan",2,2,"Fatal","#202226","Cumulative % of Population",0.0222443444136657
2022-06-08,"Afghanistan",2,2,"Fatal","#202226","New Cases",0
2022-06-08,"Afghanistan",2,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-07,"Afghanistan",2,2,"Fatal","#202226","Cumulative Count",7709
2022-06-07,"Afghanistan",2,2,"Fatal","#202226","Cumulative % of Population",0.0222443444136657
2022-06-07,"Afghanistan",2,2,"Fatal","#202226","New Cases",0
2022-06-07,"Afghanistan",2,2,"Fatal","#202226","New Cases per 10,000",0
2022-06-06,"Afghanistan",2,2,"Fatal","#202226","Cumulative Count",7709
2022-06-06,"Afghanistan",2,2,"Fatal","#202226","Cumulative % of Population",0.0222443444136657
2022-06-06,"Afghanistan",2,2,"Fatal","#202226","New Cases",1
2022-06-06,"Afghanistan",2,2,"Fatal","#202226","New Cases per 10,000",0.000288550323176362
2022-07-05,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",282690
2022-07-05,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.66131237183869
2022-07-05,"Albania",3,3,"Confirmed","#D6604D","New Cases",0
2022-07-05,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",0
2022-07-04,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",282690
2022-07-04,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.66131237183869
2022-07-04,"Albania",3,3,"Confirmed","#D6604D","New Cases",0
2022-07-04,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",0
2022-07-03,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",282690
2022-07-03,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.66131237183869
2022-07-03,"Albania",3,3,"Confirmed","#D6604D","New Cases",549
2022-07-03,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",1.87628161312372
2022-07-02,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",282141
2022-07-02,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.64254955570745
2022-07-02,"Albania",3,3,"Confirmed","#D6604D","New Cases",671
2022-07-02,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",2.29323308270677
2022-07-01,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",281470
2022-07-01,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.61961722488038
2022-07-01,"Albania",3,3,"Confirmed","#D6604D","New Cases",619
2022-07-01,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",2.11551606288448
2022-06-30,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",280851
2022-06-30,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.59846206425154
2022-06-30,"Albania",3,3,"Confirmed","#D6604D","New Cases",553
2022-06-30,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",1.88995215311005
2022-06-29,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",280298
2022-06-29,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.57956254272044
2022-06-29,"Albania",3,3,"Confirmed","#D6604D","New Cases",1131
2022-06-29,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",3.86534518113465
2022-06-28,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",279167
2022-06-28,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.54090909090909
2022-06-28,"Albania",3,3,"Confirmed","#D6604D","New Cases",90
2022-06-28,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",0.307587149692413
2022-06-27,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",279077
2022-06-27,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.53783321941217
2022-06-27,"Albania",3,3,"Confirmed","#D6604D","New Cases",0
2022-06-27,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",0
2022-06-26,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",279077
2022-06-26,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.53783321941217
2022-06-26,"Albania",3,3,"Confirmed","#D6604D","New Cases",284
2022-06-26,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",0.970608339029392
2022-06-25,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",278793
2022-06-25,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.52812713602187
2022-06-25,"Albania",3,3,"Confirmed","#D6604D","New Cases",289
2022-06-25,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",0.987696514012304
2022-06-24,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",278504
2022-06-24,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.51825017088175
2022-06-24,"Albania",3,3,"Confirmed","#D6604D","New Cases",293
2022-06-24,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",1.00136705399863
2022-06-23,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",278211
2022-06-23,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.50823650034176
2022-06-23,"Albania",3,3,"Confirmed","#D6604D","New Cases",271
2022-06-23,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",0.926179084073821
2022-06-22,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",277940
2022-06-22,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.49897470950103
2022-06-22,"Albania",3,3,"Confirmed","#D6604D","New Cases",277
2022-06-22,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",0.946684894053315
2022-06-21,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",277663
2022-06-21,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.48950786056049
2022-06-21,"Albania",3,3,"Confirmed","#D6604D","New Cases",219
2022-06-21,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",0.748462064251538
2022-06-20,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",277444
2022-06-20,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.48202323991798
2022-06-20,"Albania",3,3,"Confirmed","#D6604D","New Cases",35
2022-06-20,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",0.119617224880383
2022-06-19,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",277409
2022-06-19,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.48082706766917
2022-06-19,"Albania",3,3,"Confirmed","#D6604D","New Cases",268
2022-06-19,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",0.915926179084074
2022-06-18,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",277141
2022-06-18,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.47166780587833
2022-06-18,"Albania",3,3,"Confirmed","#D6604D","New Cases",0
2022-06-18,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",0
2022-06-17,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",277141
2022-06-17,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.47166780587833
2022-06-17,"Albania",3,3,"Confirmed","#D6604D","New Cases",320
2022-06-17,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",1.09364319890636
2022-06-16,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",276821
2022-06-16,"Albania",3,3,"Confirmed","#D6604D","Cumulative % of Population",9.46073137388927
2022-06-16,"Albania",3,3,"Confirmed","#D6604D","New Cases",0
2022-06-16,"Albania",3,3,"Confirmed","#D6604D","New Cases per 10,000",0
2022-06-15,"Albania",3,3,"Confirmed","#D6604D","Cumulative Count",276821
