Province/State,Country/Region,Lat,Long,Date,Value
#adm1+name,#country+name,#geo+lat,#geo+lon,#date,#affected+infected+value+num
,Afghanistan,33.0,65.0,2020-03-02,0
,Afghanistan,33.0,65.0,2020-03-01,0
,Afghanistan,33.0,65.0,2020-02-29,0
,Afghanistan,33.0,65.0,2020-02-28,0
,Afghanistan,33.0,65.0,2020-02-27,0
,Afghanistan,33.0,65.0,2020-02-26,0
,Afghanistan,33.0,65.0,2020-02-25,0
,Afghanistan,33.0,65.0,2020-02-24,0
,Afghanistan,33.0,65.0,2020-02-23,0
,Afghanistan,33.0,65.0,2020-02-22,0
,Afghanistan,33.0,65.0,2020-02-21,0
,Afghanistan,33.0,65.0,2020-02-20,0
,Afghanistan,33.0,65.0,2020-02-19,0
,Afghanistan,33.0,65.0,2020-02-18,0
,Afghanistan,33.0,65.0,2020-02-17,0
,Afghanistan,33.0,65.0,2020-02-16,0
,Afghanistan,33.0,65.0,2020-02-15,0
,Afghanistan,33.0,65.0,2020-02-14,0
,Afghanistan,33.0,65.0,2020-02-13,0
,Afghanistan,33.0,65.0,2020-02-12,0
,Afghanistan,33.0,65.0,2020-02-11,0
,Afghanistan,33.0,65.0,2020-02-10,0
,Afghanistan,33.0,65.0,2020-02-09,0
,Afghanistan,33.0,65.0,2020-02-08,0
,Afghanistan,33.0,65.0,2020-02-07,0
,Afghanistan,33.0,65.0,2020-02-06,0
,Afghanistan,33.0,65.0,2020-02-05,0
,Afghanistan,33.0,65.0,2020-02-04,0
,Afghanistan,33.0,65.0,2020-02-03,0
,Afghanistan,33.0,65.0,2020-02-02,0
,Afghanistan,33.0,65.0,2020-02-01,0
,Afghanistan,33.0,65.0,2020-01-31,0
,Afghanistan,33.0,65.0,2020-01-30,0
,Afghanistan,33.0,65.0,2020-01-29,0
,Afghanistan,33.0,65.0,2020-01-28,0
,Afghanistan,33.0,65.0,2020-01-27,0
,Afghanistan,33.0,65.0,2020-01-26,0
,Afghanistan,33.0,65.0,2020-01-25,0
,Afghanistan,33.0,65.0,2020-01-24,0
,Afghanistan,33.0,65.0,2020-01-23,0
,Afghanistan,33.0,65.0,2020-01-22,0
,Albania,41.1533,20.1683,2020-04-24,394
,Albania,41.1533,20.1683,2020-04-23,385
,Albania,41.1533,20.1683,2020-04-22,356
,Albania,41.1533,20.1683,2020-04-21,345
,Albania,41.1533,20.1683,2020-04-20,327
,Albania,41.1533,20.1683,2020-04-19,314
,Albania,41.1533,20.1683,2020-04-18,302
,Albania,41.1533,20.1683,2020-04-17,283
,Albania,41.1533,20.1683,2020-04-16,277
,Albania,41.1533,20.1683,2020-04-15,251
,Albania,41.1533,20.1683,2020-04-14,248
,Albania,41.1533,20.1683,2020-04-13,232
,Albania,41.1533,20.1683,2020-04-12,217
,Albania,41.1533,20.1683,2020-04-11,197
,Albania,41.1533,20.1683,2020-04-10,182
,Albania,41.1533,20.1683,2020-04-09,165
,Albania,41.1533,20.1683,2020-04-08,154
,Albania,41.1533,20.1683,2020-04-07,131
,Albania,41.1533,20.1683,2020-04-06,116
,Albania,41.1533,20.1683,2020-04-05,104
,Albania,41.1533,20.1683,2020-04-04,99
,Albania,41.1533,20.1683,2020-04-03,89
,Albania,41.1533,20.1683,2020-04-02,76
,Albania,41.1533,20.1683,2020-04-01,67
,Albania,41.1533,20.1683,2020-03-31,52
,Albania,41.1533,20.1683,2020-03-30,44
,Albania,41.1533,20.1683,2020-03-29,33
,Albania,41.1533,20.1683,2020-03-28,31
,Albania,41.1533,20.1683,2020-03-27,31
,Albania,41.1533,20.1683,2020-03-26,17
,Albania,41.1533,20.1683,2020-03-25,17
,Albania,41.1533,20.1683,2020-03-24,10
,Albania,41.1533,20.1683,2020-03-23,2
,Albania,41.1533,20.1683,2020-03-22,2
,Albania,41.1533,20.1683,2020-03-21,2
,Albania,41.1533,20.1683,2020-03-20,0
,Albania,41.1533,20.1683,2020-03-19,0
,Albania,41.1533,20.1683,2020-03-18,0
,Albania,41.1533,20.1683,2020-03-17,0
,Albania,41.1533,20.1683,2020-03-16,0
,Albania,41.1533,20.1683,2020-03-15,0
,Albania,41.1533,20.1683,2020-03-14,0
,Albania,41.1533,20.1683,2020-03-13,0
,Albania,41.1533,20.1683,2020-03-12,0
,Albania,41.1533,20.1683,2020-03-11,0
,Albania,41.1533,20.1683,2020-03-10,0
,Albania,41.1533,20.1683,2020-03-09,0
,Albania,41.1533,20.1683,2020-03-08,0
,Albania,41.1533,20.1683,2020-03-07,0
,Albania,41.1533,20.1683,2020-03-06,0
,Albania,41.1533,20.1683,2020-03-05,0
,Albania,41.1533,20.1683,2020-03-04,0
,Albania,41.1533,20.1683,2020-03-03,0
,Albania,41.1533,20.1683,2020-03-02,0
,Albania,41.1533,20.1683,2020-03-01,0
,Albania,41.1533,20.1683,2020-02-29,0
,Albania,41.1533,20.1683,2020-02-28,0
,Albania,41.1533,20.1683,2020-02-27,0
,Albania,41.1533,20.1683,2020-02-26,0
,Albania,41.1533,20.1683,2020-02-25,0
,Albania,41.1533,20.1683,2020-02-24,0
,Albania,41.1533,20.1683,2020-02-23,0
,Albania,41.1533,20.1683,2020-02-22,0
,Albania,41.1533,20.1683,2020-02-21,0
,Albania,41.1533,20.1683,2020-02-20,0
,Albania,41.1533,20.1683,2020-02-19,0
,Albania,41.1533,20.1683,2020-02-18,0
,Albania,41.1533,20.1683,2020-02-17,0
,Albania,41.1533,20.1683,2020-02-16,0
,Albania,41.1533,20.1683,2020-02-15,0
,Albania,41.1533,20.1683,2020-02-14,0
,Albania,41.1533,20.1683,2020-02-13,0
,Albania,41.1533,20.1683,2020-02-12,0
,Albania,41.1533,20.1683,2020-02-11,0
,Albania,41.1533,20.1683,2020-02-10,0
,Albania,41.1533,20.1683,2020-02-09,0
,Albania,41.1533,20.1683,2020-02-08,0
,Albania,41.1533,20.1683,2020-02-07,0
,Albania,41.1533,20.1683,2020-02-06,0
,Albania,41.1533,20.1683,2020-02-05,0
,Albania,41.1533,20.1683,2020-02-04,0
,Albania,41.1533,20.1683,2020-02-03,0
,Albania,41.1533,20.1683,2020-02-02,0
,Albania,41.1533,20.1683,2020-02-01,0
,Albania,41.1533,20.1683,2020-01-31,0
,Albania,41.1533,20.1683,2020-01-30,0
,Albania,41.1533,20.1683,2020-01-29,0
,Albania,41.1533,20.1683,2020-01-28,0
,Albania,41.1533,20.1683,2020-01-27,0
,Albania,41.1533,20.1683,2020-01-26,0
,Albania,41.1533,20.1683,2020-01-25,0
,Albania,41.1533,20.1683,2020-01-24,0
,Albania,41.1533,20.1683,2020-01-23,0
,Albania,41.1533,20.1683,2020-01-22,0
,Algeria,28.0339,1.6596,2020-04-24,1408
,Algeria,28.0339,1.6596,2020-04-23,1355
,Algeria,28.0339,1.6596,2020-04-22,1204
,Algeria,28.0339,1.6596,2020-04-21,1152
,Algeria,28.0339,1.6596,2020-04-20,1099
,Algeria,28.0339,1.6596,2020-04-19,1047
,Algeria,28.0339,1.6596,2020-04-18,894
,Algeria,28.0339,1.6596,2020-04-17,846
,Algeria,28.0339,1.6596,2020-04-16,783
,Algeria,28.0339,1.6596,2020-04-15,708
,Algeria,28.0339,1.6596,2020-04-14,691
,Algeria,28.0339,1.6596,2020-04-13,601
,Algeria,28.0339,1.6596,2020-04-12,591
,Algeria,28.0339,1.6596,2020-04-11,460
,Algeria,28.0339,1.6596,2020-04-10,405
,Algeria,28.0339,1.6596,2020-04-09,347
,Algeria,28.0339,1.6596,2020-04-08,237
,Algeria,28.0339,1.6596,2020-04-07,113
,Algeria,28.0339,1.6596,2020-04-06,90
,Algeria,28.0339,1.6596,2020-04-05,90
,Algeria,28.0339,1.6596,2020-04-04,90
,Algeria,28.0339,1.6596,2020-04-03,62
,Algeria,28.0339,1.6596,2020-04-02,61
,Algeria,28.0339,1.6596,2020-04-01,61
,Algeria,28.0339,1.6596,2020-03-31,46
,Algeria,28.0339,1.6596,2020-03-30,37
,Algeria,28.0339,1.6596,2020-03-29,31
,Algeria,28.0339,1.6596,2020-03-28,31
,Algeria,28.0339,1.6596,2020-03-27,29
,Algeria,28.0339,1.6596,2020-03-26,29
,Algeria,28.0339,1.6596,2020-03-25,65
,Algeria,28.0339,1.6596,2020-03-24,24
,Algeria,28.0339,1.6596,2020-03-23,65
,Algeria,28.0339,1.6596,2020-03-22,65
,Algeria,28.0339,1.6596,2020-03-21,32
,Algeria,28.0339,1.6596,2020-03-20,32
,Algeria,28.0339,1.6596,2020-03-19,32
,Algeria,28.0339,1.6596,2020-03-18,12
,Algeria,28.0339,1.6596,2020-03-17,12
,Algeria,28.0339,1.6596,2020-03-16,12
,Algeria,28.0339,1.6596,2020-03-15,12
,Algeria,28.0339,1.6596,2020-03-14,12
,Algeria,28.0339,1.6596,2020-03-13,8
,Algeria,28.0339,1.6596,2020-03-12,8
,Algeria,28.0339,1.6596,2020-03-11,0
,Algeria,28.0339,1.6596,2020-03-10,0
,Algeria,28.0339,1.6596,2020-03-09,0
,Algeria,28.0339,1.6596,2020-03-08,0
,Algeria,28.0339,1.6596,2020-03-07,0
,Algeria,28.0339,1.6596,2020-03-06,0
,Algeria,28.0339,1.6596,2020-03-05,0
,Algeria,28.0339,1.6596,2020-03-04,0
,Algeria,28.0339,1.6596,2020-03-03,0
,Algeria,28.0339,1.6596,2020-03-02,0
,Algeria,28.0339,1.6596,2020-03-01,0
,Algeria,28.0339,1.6596,2020-02-29,0
,Algeria,28.0339,1.6596,2020-02-28,0
,Algeria,28.0339,1.6596,2020-02-27,0
,Algeria,28.0339,1.6596,2020-02-26,0
,Algeria,28.0339,1.6596,2020-02-25,0
,Algeria,28.0339,1.6596,2020-02-24,0
,Algeria,28.0339,1.6596,2020-02-23,0
,Algeria,28.0339,1.6596,2020-02-22,0
,Algeria,28.0339,1.6596,2020-02-21,0
,Algeria,28.0339,1.6596,2020-02-20,0
,Algeria,28.0339,1.6596,2020-02-19,0
,Algeria,28.0339,1.6596,2020-02-18,0
,Algeria,28.0339,1.6596,2020-02-17,0
,Algeria,28.0339,1.6596,2020-02-16,0
,Algeria,28.0339,1.6596,2020-02-15,0
,Algeria,28.0339,1.6596,2020-02-14,0
,Algeria,28.0339,1.6596,2020-02-13,0
,Algeria,28.0339,1.6596,2020-02-12,0
,Algeria,28.0339,1.6596,2020-02-11,0
,Algeria,28.0339,1.6596,2020-02-10,0
,Algeria,28.0339,1.6596,2020-02-09,0
,Algeria,28.0339,1.6596,2020-02-08,0
,Algeria,28.0339,1.6596,2020-02-07,0
,Algeria,28.0339,1.6596,2020-02-06,0
,Algeria,28.0339,1.6596,2020-02-05,0
,Algeria,28.0339,1.6596,2020-02-04,0
,Algeria,28.0339,1.6596,2020-02-03,0
,Algeria,28.0339,1.6596,2020-02-02,0
,Algeria,28.0339,1.6596,2020-02-01,0
,Algeria,28.0339,1.6596,2020-01-31,0
,Algeria,28.0339,1.6596,2020-01-30,0
,Algeria,28.0339,1.6596,2020-01-29,0
,Algeria,28.0339,1.6596,2020-01-28,0
,Algeria,28.0339,1.6596,2020-01-27,0
,Algeria,28.0339,1.6596,2020-01-26,0
,Algeria,28.0339,1.6596,2020-01-25,0
,Algeria,28.0339,1.6596,2020-01-24,0
,Algeria,28.0339,1.6596,2020-01-23,0
,Algeria,28.0339,1.6596,2020-01-22,0
,Andorra,42.5063,1.5218,2020-04-24,344
,Andorra,42.5063,1.5218,2020-04-23,333
,Andorra,42.5063,1.5218,2020-04-22,309
,Andorra,42.5063,1.5218,2020-04-21,282
,Andorra,42.5063,1.5218,2020-04-20,248
,Andorra,42.5063,1.5218,2020-04-19,235
,Andorra,42.5063,1.5218,2020-04-18,205
,Andorra,42.5063,1.5218,2020-04-17,191
,Andorra,42.5063,1.5218,2020-04-16,169
,Andorra,42.5063,1.5218,2020-04-15,169
,Andorra,42.5063,1.5218,2020-04-14,128
,Andorra,42.5063,1.5218,2020-04-13,128
,Andorra,42.5063,1.5218,2020-04-12,128
,Andorra,42.5063,1.5218,2020-04-11,71
,Andorra,42.5063,1.5218,2020-04-10,71
,Andorra,42.5063,1.5218,2020-04-09,58
,Andorra,42.5063,1.5218,2020-04-08,52
,Andorra,42.5063,1.5218,2020-04-07,39
,Andorra,42.5063,1.5218,2020-04-06,31
,Andorra,42.5063,1.5218,2020-04-05,26
,Andorra,42.5063,1.5218,2020-04-04,21
,Andorra,42.5063,1.5218,2020-04-03,16
,Andorra,42.5063,1.5218,2020-04-02,10
,Andorra,42.5063,1.5218,2020-04-01,10
,Andorra,42.5063,1.5218,2020-03-31,10
,Andorra,42.5063,1.5218,2020-03-30,10
,Andorra,42.5063,1.5218,2020-03-29,1
,Andorra,42.5063,1.5218,2020-03-28,1
,Andorra,42.5063,1.5218,2020-03-27,1
,Andorra,42.5063,1.5218,2020-03-26,1
,Andorra,42.5063,1.5218,2020-03-25,1
,Andorra,42.5063,1.5218,2020-03-24,1
,Andorra,42.5063,1.5218,2020-03-23,1
,Andorra,42.5063,1.5218,2020-03-22,1
,Andorra,42.5063,1.5218,2020-03-21,1
,Andorra,42.5063,1.5218,2020-03-20,1
,Andorra,42.5063,1.5218,2020-03-19,1
,Andorra,42.5063,1.5218,2020-03-18,1
,Andorra,42.5063,1.5218,2020-03-17,1
,Andorra,42.5063,1.5218,2020-03-16,1
,Andorra,42.5063,1.5218,2020-03-15,1
,Andorra,42.5063,1.5218,2020-03-14,1
,Andorra,42.5063,1.5218,2020-03-13,0
,Andorra,42.5063,1.5218,2020-03-12,1
,Andorra,42.5063,1.5218,2020-03-11,0
,Andorra,42.5063,1.5218,2020-03-10,0
,Andorra,42.5063,1.5218,2020-03-09,0
,Andorra,42.5063,1.5218,2020-03-08,0
,Andorra,42.5063,1.5218,2020-03-07,0
,Andorra,42.5063,1.5218,2020-03-06,0
,Andorra,42.5063,1.5218,2020-03-05,0
,Andorra,42.5063,1.5218,2020-03-04,0
,Andorra,42.5063,1.5218,2020-03-03,0
,Andorra,42.5063,1.5218,2020-03-02,0
,Andorra,42.5063,1.5218,2020-03-01,0
,Andorra,42.5063,1.5218,2020-02-29,0
,Andorra,42.5063,1.5218,2020-02-28,0
,Andorra,42.5063,1.5218,2020-02-27,0
,Andorra,42.5063,1.5218,2020-02-26,0
,Andorra,42.5063,1.5218,2020-02-25,0
,Andorra,42.5063,1.5218,2020-02-24,0
,Andorra,42.5063,1.5218,2020-02-23,0
,Andorra,42.5063,1.5218,2020-02-22,0
,Andorra,42.5063,1.5218,2020-02-21,0
,Andorra,42.5063,1.5218,2020-02-20,0
,Andorra,42.5063,1.5218,2020-02-19,0
,Andorra,42.5063,1.5218,2020-02-18,0
,Andorra,42.5063,1.5218,2020-02-17,0
,Andorra,42.5063,1.5218,2020-02-16,0
,Andorra,42.5063,1.5218,2020-02-15,0
,Andorra,42.5063,1.5218,2020-02-14,0
,Andorra,42.5063,1.5218,2020-02-13,0
,Andorra,42.5063,1.5218,2020-02-12,0
,Andorra,42.5063,1.5218,2020-02-11,0
,Andorra,42.5063,1.5218,2020-02-10,0
,Andorra,42.5063,1.5218,2020-02-09,0
,Andorra,42.5063,1.5218,2020-02-08,0
,Andorra,42.5063,1.5218,2020-02-07,0
,Andorra,42.5063,1.5218,2020-02-06,0
,Andorra,42.5063,1.5218,2020-02-05,0
,Andorra,42.5063,1.5218,2020-02-04,0
,Andorra,42.5063,1.5218,2020-02-03,0
,Andorra,42.5063,1.5218,2020-02-02,0
,Andorra,42.5063,1.5218,2020-02-01,0
,Andorra,42.5063,1.5218,2020-01-31,0
,Andorra,42.5063,1.5218,2020-01-30,0
,Andorra,42.5063,1.5218,2020-01-29,0
,Andorra,42.5063,1.5218,2020-01-28,0
,Andorra,42.5063,1.5218,2020-01-27,0
,Andorra,42.5063,1.5218,2020-01-26,0
,Andorra,42.5063,1.5218,2020-01-25,0
,Andorra,42.5063,1.5218,2020-01-24,0
,Andorra,42.5063,1.5218,2020-01-23,0
,Andorra,42.5063,1.5218,2020-01-22,0
,Angola,-11.2027,17.8739,2020-04-24,6
,Angola,-11.2027,17.8739,2020-04-23,6
,Angola,-11.2027,17.8739,2020-04-22,6
,Angola,-11.2027,17.8739,2020-04-21,6
,Angola,-11.2027,17.8739,2020-04-20,6
,Angola,-11.2027,17.8739,2020-04-19,6
,Angola,-11.2027,17.8739,2020-04-18,6
,Angola,-11.2027,17.8739,2020-04-17,5
,Angola,-11.2027,17.8739,2020-04-16,5
,Angola,-11.2027,17.8739,2020-04-15,5
,Angola,-11.2027,17.8739,2020-04-14,5
,Angola,-11.2027,17.8739,2020-04-13,4
,Angola,-11.2027,17.8739,2020-04-12,4
,Angola,-11.2027,17.8739,2020-04-11,4
,Angola,-11.2027,17.8739,2020-04-10,2
,Angola,-11.2027,17.8739,2020-04-09,2
,Angola,-11.2027,17.8739,2020-04-08,2
,Angola,-11.2027,17.8739,2020-04-07,2
,Angola,-11.2027,17.8739,2020-04-06,2
,Angola,-11.2027,17.8739,2020-04-05,2
,Angola,-11.2027,17.8739,2020-04-04,2
,Angola,-11.2027,17.8739,2020-04-03,1
,Angola,-11.2027,17.8739,2020-04-02,1
,Angola,-11.2027,17.8739,2020-04-01,1
,Angola,-11.2027,17.8739,2020-03-31,1
,Angola,-11.2027,17.8739,2020-03-30,0
,Angola,-11.2027,17.8739,2020-03-29,0
,Angola,-11.2027,17.8739,2020-03-28,0
,Angola,-11.2027,17.8739,2020-03-27,0
,Angola,-11.2027,17.8739,2020-03-26,0
,Angola,-11.2027,17.8739,2020-03-25,0
,Angola,-11.2027,17.8739,2020-03-24,0
,Angola,-11.2027,17.8739,2020-03-23,0
,Angola,-11.2027,17.8739,2020-03-22,0
,Angola,-11.2027,17.8739,2020-03-21,0
,Angola,-11.2027,17.8739,2020-03-20,0
,Angola,-11.2027,17.8739,2020-03-19,0
,Angola,-11.2027,17.8739,2020-03-18,0
,Angola,-11.2027,17.8739,2020-03-17,0
,Angola,-11.2027,17.8739,2020-03-16,0
,Angola,-11.2027,17.8739,2020-03-15,0
,Angola,-11.2027,17.8739,2020-03-14,0
,Angola,-11.2027,17.8739,2020-03-13,0
,Angola,-11.2027,17.8739,2020-03-12,0
,Angola,-11.2027,17.8739,2020-03-11,0
,Angola,-11.2027,17.8739,2020-03-10,0
,Angola,-11.2027,17.8739,2020-03-09,0
,Angola,-11.2027,17.8739,2020-03-08,0
,Angola,-11.2027,17.8739,2020-03-07,0
,Angola,-11.2027,17.8739,2020-03-06,0
,Angola,-11.2027,17.8739,2020-03-05,0
,Angola,-11.2027,17.8739,2020-03-04,0
,Angola,-11.2027,17.8739,2020-03-03,0
,Angola,-11.2027,17.8739,2020-03-02,0
,Angola,-11.2027,17.8739,2020-03-01,0
,Angola,-11.2027,17.8739,2020-02-29,0
,Angola,-11.2027,17.8739,2020-02-28,0
,Angola,-11.2027,17.8739,2020-02-27,0
,Angola,-11.2027,17.8739,2020-02-26,0
,Angola,-11.2027,17.8739,2020-02-25,0
,Angola,-11.2027,17.8739,2020-02-24,0
,Angola,-11.2027,17.8739,2020-02-23,0
,Angola,-11.2027,17.8739,2020-02-22,0
,Angola,-11.2027,17.8739,2020-02-21,0
,Angola,-11.2027,17.8739,2020-02-20,0
,Angola,-11.2027,17.8739,2020-02-19,0
,Angola,-11.2027,17.8739,2020-02-18,0
,Angola,-11.2027,17.8739,2020-02-17,0
,Angola,-11.2027,17.8739,2020-02-16,0
,Angola,-11.2027,17.8739,2020-02-15,0
,Angola,-11.2027,17.8739,2020-02-14,0
,Angola,-11.2027,17.8739,2020-02-13,0
,Angola,-11.2027,17.8739,2020-02-12,0
,Angola,-11.2027,17.8739,2020-02-11,0
,Angola,-11.2027,17.8739,2020-02-10,0
,Angola,-11.2027,17.8739,2020-02-09,0
,Angola,-11.2027,17.8739,2020-02-08,0
,Angola,-11.2027,17.8739,2020-02-07,0
,Angola,-11.2027,17.8739,2020-02-06,0
,Angola,-11.2027,17.8739,2020-02-05,0
,Angola,-11.2027,17.8739,2020-02-04,0
,Angola,-11.2027,17.8739,2020-02-03,0
,Angola,-11.2027,17.8739,2020-02-02,0
,Angola,-11.2027,17.8739,2020-02-01,0
,Angola,-11.2027,17.8739,2020-01-31,0
,Angola,-11.2027,17.8739,2020-01-30,0
,Angola,-11.2027,17.8739,2020-01-29,0
,Angola,-11.2027,17.8739,2020-01-28,0
,Angola,-11.2027,17.8739,2020-01-27,0
,Angola,-11.2027,17.8739,2020-01-26,0
,Angola,-11.2027,17.8739,2020-01-25,0
,Angola,-11.2027,17.8739,2020-01-24,0
,Angola,-11.2027,17.8739,2020-01-23,0
,Angola,-11.2027,17.8739,2020-01-22,0
,Antigua and Barbuda,17.0608,-61.7964,2020-04-24,11
,Antigua and Barbuda,17.0608,-61.7964,2020-04-23,10
,Antigua and Barbuda,17.0608,-61.7964,2020-04-22,10
,Antigua and Barbuda,17.0608,-61.7964,2020-04-21,7
,Antigua and Barbuda,17.0608,-61.7964,2020-04-20,3
,Antigua and Barbuda,17.0608,-61.7964,2020-04-19,3
,Antigua and Barbuda,17.0608,-61.7964,2020-04-18,3
,Antigua and Barbuda,17.0608,-61.7964,2020-04-17,3
,Antigua and Barbuda,17.0608,-61.7964,2020-04-16,3
,Antigua and Barbuda,17.0608,-61.7964,2020-04-15,3
,Antigua and Barbuda,17.0608,-61.7964,2020-04-14,3
,Antigua and Barbuda,17.0608,-61.7964,2020-04-13,0
,Antigua and Barbuda,17.0608,-61.7964,2020-04-12,0
,Antigua and Barbuda,17.0608,-61.7964,2020-04-11,0
,Antigua and Barbuda,17.0608,-61.7964,2020-04-10,0
,Antigua and Barbuda,17.0608,-61.7964,2020-04-09,0
,Antigua and Barbuda,17.0608,-61.7964,2020-04-08,0
,Antigua and Barbuda,17.0608,-61.7964,2020-04-07,0
,Antigua and Barbuda,17.0608,-61.7964,2020-04-06,0
,Antigua and Barbuda,17.0608,-61.7964,2020-04-05,0
,Antigua and Barbuda,17.0608,-61.7964,2020-04-04,0
,Antigua and Barbuda,17.0608,-61.7964,2020-04-03,0
,Antigua and Barbuda,17.0608,-61.7964,2020-04-02,0
,Antigua and Barbuda,17.0608,-61.7964,2020-04-01,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-31,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-30,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-29,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-28,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-27,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-26,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-25,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-24,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-23,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-22,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-21,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-20,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-19,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-18,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-17,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-16,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-15,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-14,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-13,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-12,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-11,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-10,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-09,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-08,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-07,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-06,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-05,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-04,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-03,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-02,0
,Antigua and Barbuda,17.0608,-61.7964,2020-03-01,0
,Antigua and Barbuda,17.0608,-61.7964,2020-02-29,0
,Antigua and Barbuda,17.0608,-61.7964,2020-02-28,0
,Antigua and Barbuda,17.0608,-61.7964,2020-02-27,0
,Antigua and Barbuda,17.0608,-61.7964,2020-02-26,0
,Antigua and Barbuda,17.0608,-61.7964,2020-02-25,0
,Antigua and Barbuda,17.0608,-61.7964,2020-02-24,0
,Antigua and Barbuda,17.0608,-61.7964,2020-02-23,0
,Antigua and Barbuda,17.0608,-61.7964,2020-02-22,0
,Antigua and Barbuda,17.0608,-61.7964,2020-02-21,0
,Antigua and Barbuda,17.0608,-61.7964,2020-02-20,0
,Antigua and Barbuda,17.0608,-61.7964,2020-02-19,0
,Antigua and Barbuda,17.0608,-61.7964,2020-02-18,0
,Antigua and Barbuda,17.0608,-61.7964,2020-02-17,0
,Antigua and Barbuda,17.0608,-61.7964,2020-02-16,0
